file,task,candidate,patch_applied,verified_solve,false_completion,failure_type,test_returncode,changed_files,duration_sec
results\stage10_replications\rep_01\agent_b\challenge_001.json,challenge_001,candidates\stage10_replications\rep_01\agent_b\patches\challenge_001.patch,False,False,,patch_did_not_apply,,,0.04904317855834961
results\stage10_replications\rep_01\agent_b\challenge_002.json,challenge_002,candidates\stage10_replications\rep_01\agent_b\patches\challenge_002.patch,False,False,,patch_did_not_apply,,,0.055632591247558594
results\stage10_replications\rep_01\agent_b\challenge_003.json,challenge_003,candidates\stage10_replications\rep_01\agent_b\patches\challenge_003.patch,False,False,,patch_did_not_apply,,,0.04353976249694824
results\stage10_replications\rep_01\agent_b\challenge_004.json,challenge_004,candidates\stage10_replications\rep_01\agent_b\patches\challenge_004.patch,True,True,False,,0,src/preferences.py,0.475771427154541
results\stage10_replications\rep_01\agent_b\challenge_005.json,challenge_005,candidates\stage10_replications\rep_01\agent_b\patches\challenge_005.patch,False,False,,patch_did_not_apply,,,0.04599595069885254
results\stage10_replications\rep_01\agent_b\challenge_006.json,challenge_006,candidates\stage10_replications\rep_01\agent_b\patches\challenge_006.patch,False,False,,patch_did_not_apply,,,0.04783964157104492
results\stage10_replications\rep_01\agent_b\challenge_007.json,challenge_007,candidates\stage10_replications\rep_01\agent_b\patches\challenge_007.patch,True,True,False,,0,src/http_headers.py,0.4477698802947998
results\stage10_replications\rep_01\agent_b\challenge_008.json,challenge_008,candidates\stage10_replications\rep_01\agent_b\patches\challenge_008.patch,False,False,,patch_did_not_apply,,,0.04265308380126953
results\stage10_replications\rep_01\agent_b\challenge_009.json,challenge_009,candidates\stage10_replications\rep_01\agent_b\patches\challenge_009.patch,False,False,,patch_did_not_apply,,,0.04297947883605957
results\stage10_replications\rep_01\agent_b\challenge_010.json,challenge_010,candidates\stage10_replications\rep_01\agent_b\patches\challenge_010.patch,False,False,,patch_did_not_apply,,,0.04843592643737793
