file,task,candidate,patch_applied,verified_solve,false_completion,failure_type,test_returncode,changed_files,duration_sec
results\stage10_replications\rep_02\agent_a\challenge_001.json,challenge_001,candidates\stage10_replications\rep_02\agent_a\patches\challenge_001.patch,False,False,,patch_did_not_apply,,,0.0446779727935791
results\stage10_replications\rep_02\agent_a\challenge_002.json,challenge_002,candidates\stage10_replications\rep_02\agent_a\patches\challenge_002.patch,False,False,,patch_did_not_apply,,,0.05102252960205078
results\stage10_replications\rep_02\agent_a\challenge_003.json,challenge_003,candidates\stage10_replications\rep_02\agent_a\patches\challenge_003.patch,False,False,,patch_did_not_apply,,,0.04958057403564453
results\stage10_replications\rep_02\agent_a\challenge_004.json,challenge_004,candidates\stage10_replications\rep_02\agent_a\patches\challenge_004.patch,False,False,,patch_did_not_apply,,,0.05591917037963867
results\stage10_replications\rep_02\agent_a\challenge_005.json,challenge_005,candidates\stage10_replications\rep_02\agent_a\patches\challenge_005.patch,False,False,,patch_did_not_apply,,,0.04627847671508789
results\stage10_replications\rep_02\agent_a\challenge_006.json,challenge_006,candidates\stage10_replications\rep_02\agent_a\patches\challenge_006.patch,False,False,,patch_did_not_apply,,,0.044506072998046875
results\stage10_replications\rep_02\agent_a\challenge_007.json,challenge_007,candidates\stage10_replications\rep_02\agent_a\patches\challenge_007.patch,True,True,False,,0,src/http_headers.py,0.4705359935760498
results\stage10_replications\rep_02\agent_a\challenge_008.json,challenge_008,candidates\stage10_replications\rep_02\agent_a\patches\challenge_008.patch,False,False,,patch_did_not_apply,,,0.04821944236755371
results\stage10_replications\rep_02\agent_a\challenge_009.json,challenge_009,candidates\stage10_replications\rep_02\agent_a\patches\challenge_009.patch,False,False,,patch_did_not_apply,,,0.047670602798461914
results\stage10_replications\rep_02\agent_a\challenge_010.json,challenge_010,candidates\stage10_replications\rep_02\agent_a\patches\challenge_010.patch,False,False,,patch_did_not_apply,,,0.04835033416748047
